"id","fdc_id","name","pct_weight","is_refuse","gram_weight","data_points","min_year_acquired"
"58693","331349","Edible portion","","N","64.9","1",""
"58694","331349","Bone and cartilage","","Y","21.9","1",""
"58695","331349","Separable Lean","","N","64.9","1",""
"58696","331349","Handling loss","","N","0.6","1",""
"58697","331350","Skin and separable fat","","Y","32.2","1",""
"58698","331350","Total gram weight","","N","165","1",""
"58699","331350","Edible portion","","N","101","1",""
"58700","331350","Bone and cartilage","","Y","30","1",""
"58701","331350","Separable Lean","","N","101","1",""
"58702","331350","Handling loss","","N","1.4","1",""
"58703","331351","Skin and separable fat","","Y","35.9","1",""
"58704","331351","Total gram weight","","N","188","1",""
"58705","331351","Edible portion","","N","116","1",""
"58706","331351","Bone and cartilage","","Y","33.6","1",""
"58707","331351","Separable Lean","","N","116","1",""
"58708","331351","Handling loss","","N","1.8","1",""
"58709","331352","Skin and separable fat","","Y","14.8","1",""
"58710","331352","Total gram weight","","N","109","1",""
"58711","331352","Edible portion","","N","76.8","1",""
"58712","331352","Bone and cartilage","","Y","16.5","1",""
"58713","331352","Separable Lean","","N","76.8","1",""
"58714","331352","Handling loss","","N","1.2","1",""
"58715","331353","Skin and separable fat","","Y","8.2","1",""
"58716","331353","Total gram weight","","N","92.3","1",""
"58717","331353","Edible portion","","N","67.4","1",""
"58718","331353","Bone and cartilage","","Y","15.5","1",""
"58719","331353","Separable Lean","","N","67.4","1",""
"58720","331353","Handling loss","","N","1.2","1",""
"58721","331354","Skin and separable fat","","Y","17.7","1",""
"58722","331354","Total gram weight","","N","109","1",""
"58723","331354","Edible portion","","N","70.3","1",""
"58724","331354","Bone and cartilage","","Y","19.1","1",""
"58725","331354","Separable Lean","","N","70.3","1",""
"58726","331354","Handling loss","","N","1.5","1",""
"58727","331355","Skin and separable fat","","Y","24.3","1",""
"58728","331355","Total gram weight","","N","146","1",""
"58729","331355","Edible portion","","N","95.7","1",""
"58730","331355","Bone and cartilage","","Y","24.1","1",""
"58731","331355","Separable Lean","","N","95.7","1",""
"58732","331355","Handling loss","","N","1.7","1",""
"58733","331356","Skin and separable fat","","Y","16.4","1",""
"58734","331356","Total gram weight","","N","98.8","1",""
"58735","331356","Edible portion","","N","59.4","1",""
"58736","331356","Bone and cartilage","","Y","20.4","1",""
"58737","331356","Separable Lean","","N","59.4","1",""
"58738","331356","Handling loss","","N","2.6","1",""
"58739","331357","Skin and separable fat","","Y","19.2","1",""
"58740","331357","Total gram weight","","N","148","1",""
"58741","331357","Edible portion","","N","105","1",""
"58742","331357","Bone and cartilage","","Y","22.6","1",""
"58743","331357","Separable Lean","","N","105","1",""
"58744","331357","Handling loss","","N","2","1",""
"58745","331728","Bone and cartilage","","Y","38.3","1",""
"58746","331728","Total gram weight","","N","112","1",""
"58747","331728","Edible portion","","N","61.1","1",""
"58748","331728","Handling loss","","N","1","1",""
"58749","331728","Skin and separable fat","","Y","12.1","1",""
"58750","331728","Separable Lean","","N","61.1","1",""
"58751","331729","Bone and cartilage","","Y","34.3","1",""
"58752","331729","Total gram weight","","N","123","1",""
"58753","331729","Edible portion","","N","76.4","1",""
"58754","331729","Handling loss","","N","1.3","1",""
"58755","331729","Separable Lean","","N","76.4","1",""
"58756","331729","Skin and separable fat","","Y","11.2","1",""
"58757","331730","Bone and cartilage","","Y","32.1","1",""
"58758","331730","Total gram weight","","N","102","1",""
"58759","331730","Edible portion","","N","57.7","1",""
"58760","331730","Separable Lean","","N","57.7","1",""
"58761","331730","Handling loss","","N","1.1","1",""
"58762","331730","Skin and separable fat","","Y","11.2","1",""
"58763","331731","Bone and cartilage","","Y","25","1",""
"58764","331731","Total gram weight","","N","85.2","1",""
"58765","331731","Edible portion","","N","51","1",""
"58766","331731","Separable Lean","","N","51","1",""
"58767","331731","Handling loss","","N","1.6","1",""
"58768","331731","Skin and separable fat","","Y","7.6","1",""
"58769","331732","Bone and cartilage","","Y","25.9","1",""
"58770","331732","Total gram weight","","N","81.2","1",""
"58771","331732","Edible portion","","N","46.8","1",""
"58772","331732","Handling loss","","N","0.9","1",""
"58773","331732","Separable Lean","","N","46.8","1",""
"58774","331732","Skin and separable fat","","Y","7.6","1",""
"58775","331733","Bone and cartilage","","Y","38.9","1",""
"58776","331733","Total gram weight","","N","132","1",""
"58777","331733","Edible portion","","N","80.4","1",""
"58778","331733","Separable Lean","","N","80.4","1",""
"58779","331733","Handling loss","","N","1.6","1",""
"58780","331733","Skin and separable fat","","Y","11.1","1",""
"58781","331736","Bone and cartilage","","Y","32.5","1",""
"58782","331736","Total gram weight","","N","109","1",""
"58783","331736","Edible portion","","N","66.5","1",""
"58784","331736","Separable Lean","","N","66.5","1",""
"58785","331736","Handling loss","","N","1.4","1",""
"58786","331736","Skin and separable fat","","Y","8.2","1",""
"58787","331737","Bone and cartilage","","Y","26.1","1",""
"58788","331737","Total gram weight","","N","92.9","1",""
"58789","331737","Edible portion","","N","57.3","1",""
"58790","331737","Handling loss","","N","1.3","1",""
"58791","331737","Separable Lean","","N","57.3","1",""
"58792","331737","Skin and separable fat","","Y","8.2","1",""
"58793","331738","Bone and cartilage","","Y","25.5","1",""
"58794","331738","Total gram weight","","N","78.2","1",""
"58795","331738","Edible portion","","N","44.8","1",""
"58796","331738","Handling loss","","N","0.9","1",""
"58797","331738","Skin and separable fat","","Y","7","1",""
"58798","331738","Separable Lean","","N","44.8","1",""
"58799","331739","Bone and cartilage","","Y","42.3","1",""
"58800","331739","Total gram weight","","N","145","1",""
"58801","331739","Edible portion","","N","86.6","1",""
"58802","331739","Separable Lean","","N","86.6","1",""
"58803","331739","Handling loss","","N","2","1",""
"58804","331739","Skin and separable fat","","Y","14","1",""
"58805","331788","Handling loss","","N","4.6","1",""
"58806","331788","Skin and separable fat","","Y","64.4","1",""
"58807","331788","Bone and cartilage","","Y","24.9","1",""
"58808","331788","Edible portion","","N","127","1",""
"58809","331788","Total gram weight","","N","221","1",""
"58810","331788","Separable Lean","","N","127","1",""
"58811","331789","Handling loss","","N","1.6","1",""
"58812","331789","Skin and separable fat","","Y","29.9","1",""
"58813","331789","Bone and cartilage","","Y","36.9","1",""
"58814","331789","Edible portion","","N","79.3","1",""
"58815","331789","Total gram weight","","N","148","1",""
"58816","331789","Separable Lean","","N","79.3","1",""
"58817","331790","Handling loss","","N","2.9","1",""
"58818","331790","Skin and separable fat","","Y","66.6","1",""
"58819","331790","Bone and cartilage","","Y","27.3","1",""
"58820","331790","Edible portion","","N","122","1",""
"58821","331790","Total gram weight","","N","219","1",""
"58822","331790","Separable Lean","","N","122","1",""
"58823","331791","Handling loss","","N","3.2","1",""
"58824","331791","Skin and separable fat","","Y","36.4","1",""
"58825","331791","Bone and cartilage","","Y","27.9","1",""
"58826","331791","Edible portion","","N","82.9","1",""
"58827","331791","Total gram weight","","N","150","1",""
"58828","331791","Separable Lean","","N","82.9","1",""
"58829","331792","Handling loss","","N","6.3","1",""
"58830","331792","Skin and separable fat","","Y","52.7","1",""
"58831","331792","Bone and cartilage","","Y","35.5","1",""
"58832","331792","Edible portion","","N","127","1",""
"58833","331792","Total gram weight","","N","221","1",""
"58834","331792","Separable Lean","","N","127","1",""
"58835","331793","Handling loss","","N","0.4","1",""
"58836","331793","Skin and separable fat","","Y","40","1",""
"58837","331793","Bone and cartilage","","Y","30.3","1",""
"58838","331793","Edible portion","","N","98.6","1",""
"58839","331793","Total gram weight","","N","169","1",""
"58840","331793","Separable Lean","","N","98.6","1",""
"58841","331794","Handling loss","","N","2.3","1",""
"58842","331794","Skin and separable fat","","Y","33","1",""
"58843","331794","Bone and cartilage","","Y","28.5","1",""
"58844","331794","Edible portion","","N","70","1",""
"58845","331794","Total gram weight","","N","134","1",""
"58846","331794","Separable Lean","","N","70","1",""
"58847","331795","Handling loss","","N","8.6","1",""
"58848","331795","Skin and separable fat","","Y","58.2","1",""
"58849","331795","Bone and cartilage","","Y","34.7","1",""
"58850","331795","Edible portion","","N","124","1",""
"58851","331795","Total gram weight","","N","226","1",""
"58852","331795","Separable Lean","","N","124","1",""
"58853","331796","Handling loss","","N","4","1",""
"58854","331796","Skin and separable fat","","Y","26.1","1",""
"58855","331796","Bone and cartilage","","Y","30.5","1",""
"58856","331796","Edible portion","","N","80.7","1",""
"58857","331796","Total gram weight","","N","141","1",""
"58858","331796","Separable Lean","","N","80.7","1",""
"58859","331797","Handling loss","","N","3.2","1",""
"58860","331797","Skin and separable fat","","Y","33.4","1",""
"58861","331797","Bone and cartilage","","Y","25.6","1",""
"58862","331797","Edible portion","","N","122","1",""
"58863","331797","Total gram weight","","N","184","1",""
"58864","331797","Separable Lean","","N","122","1",""
"58865","331810","Skin and separable fat","","Y","25","1",""
"58866","331810","Total gram weight","","N","119","1",""
"58867","331810","Edible portion","","N","72.4","1",""
"58868","331810","Bone and cartilage","","Y","19.1","1",""
"58869","331810","Handling loss","","N","2.4","1",""
"58870","331810","Separable Lean","","N","72.4","1",""
"58871","331811","Skin and separable fat","","Y","26.6","1",""
"58872","331811","Total gram weight","","N","146","1",""
"58873","331811","Edible portion","","N","100","1",""
"58874","331811","Bone and cartilage","","Y","16.4","1",""
"58875","331811","Handling loss","","N","3.1","1",""
"58876","331811","Separable Lean","","N","100","1",""
"58877","331812","Skin and separable fat","","Y","22.3","1",""
"58878","331812","Total gram weight","","N","168","1",""
"58879","331812","Edible portion","","N","114","1",""
"58880","331812","Bone and cartilage","","Y","28.6","1",""
"58881","331812","Handling loss","","N","3.2","1",""
"58882","331812","Separable Lean","","N","114","1",""
"58883","331813","Skin and separable fat","","Y","13.7","1",""
"58884","331813","Total gram weight","","N","89.8","1",""
"58885","331813","Edible portion","","N","48.7","1",""
"58886","331813","Bone and cartilage","","Y","26.3","1",""
"58887","331813","Handling loss","","N","1.1","1",""
"58888","331813","Separable Lean","","N","48.7","1",""
"58889","331814","Skin and separable fat","","Y","30.4","1",""
"58890","331814","Total gram weight","","N","196","1",""
"58891","331814","Edible portion","","N","120","1",""
"58892","331814","Bone and cartilage","","Y","43.8","1",""
"58893","331814","Handling loss","","N","2.6","1",""
"58894","331814","Separable Lean","","N","120","1",""
"58895","331815","Skin and separable fat","","Y","16.7","1",""
"58896","331815","Total gram weight","","N","108","1",""
"58897","331815","Edible portion","","N","65.3","1",""
"58898","331815","Bone and cartilage","","Y","23.7","1",""
"58899","331815","Handling loss","","N","2.5","1",""
"58900","331815","Separable Lean","","N","65.3","1",""
"58901","331816","Skin and separable fat","","Y","16.8","1",""
"58902","331816","Total gram weight","","N","96.9","1",""
"58903","331816","Edible portion","","N","60.9","1",""
"58904","331816","Bone and cartilage","","Y","17.6","1",""
"58905","331816","Handling loss","","N","1.6","1",""
"58906","331816","Separable Lean","","N","60.9","1",""
"58907","331817","Skin and separable fat","","Y","21.9","1",""
"58908","331817","Total gram weight","","N","161","1",""
"58909","331817","Edible portion","","N","112","1",""
"58910","331817","Bone and cartilage","","Y","24.9","1",""
"58911","331817","Handling loss","","N","2.5","1",""
"58912","331817","Separable Lean","","N","112","1",""
"58913","331818","Skin and separable fat","","Y","11.2","1",""
"58914","331818","Total gram weight","","N","94.6","1",""
"58915","331818","Edible portion","","N","63.4","1",""
"58916","331818","Bone and cartilage","","Y","18.4","1",""
"58917","331818","Handling loss","","N","1.6","1",""
"58918","331818","Separable Lean","","N","63.4","1",""
"58919","331819","Skin and separable fat","","Y","20.6","1",""
"58920","331819","Total gram weight","","N","113","1",""
"58921","331819","Edible portion","","N","77.3","1",""
"58922","331819","Bone and cartilage","","Y","12.6","1",""
"58923","331819","Handling loss","","N","2.4","1",""
"58924","331819","Separable Lean","","N","77.3","1",""
"58925","331832","Skin and separable fat","","Y","17.5","1",""
"58926","331832","Total gram weight","","N","125","1",""
"58927","331832","Edible portion","","N","89.7","1",""
"58928","331832","Bone and cartilage","","Y","15.9","1",""
"58929","331832","Separable Lean","","N","89.7","1",""
"58930","331832","Handling loss","","N","1.5","1",""
"58931","331833","Skin and separable fat","","Y","39.4","1",""
"58932","331833","Total gram weight","","N","202","1",""
"58933","331833","Edible portion","","N","121","1",""
"58934","331833","Bone and cartilage","","Y","38.1","1",""
"58935","331833","Separable Lean","","N","121","1",""
"58936","331833","Handling loss","","N","3.6","1",""
"58937","331834","Skin and separable fat","","Y","22.8","1",""
"58938","331834","Total gram weight","","N","140","1",""
"58939","331834","Edible portion","","N","96.1","1",""
"58940","331834","Bone and cartilage","","Y","17.5","1",""
"58941","331834","Separable Lean","","N","96.1","1",""
"58942","331834","Handling loss","","N","3.6","1",""
"58943","331835","Skin and separable fat","","Y","17.1","1",""
"58944","331835","Total gram weight","","N","113","1",""
"58945","331835","Edible portion","","N","80.8","1",""
"58946","331835","Bone and cartilage","","Y","13.3","1",""
"58947","331835","Separable Lean","","N","80.8","1",""
"58948","331835","Handling loss","","N","1.8","1",""
"58949","331836","Skin and separable fat","","Y","31.8","1",""
"58950","331836","Total gram weight","","N","148","1",""
"58951","331836","Edible portion","","N","91","1",""
"58952","331836","Bone and cartilage","","Y","22.6","1",""
"58953","331836","Separable Lean","","N","91","1",""
"58954","331836","Handling loss","","N","2.6","1",""
"58955","331837","Skin and separable fat","","Y","35.5","1",""
"58956","331837","Total gram weight","","N","170","1",""
"58957","331837","Edible portion","","N","102","1",""
"58958","331837","Bone and cartilage","","Y","29","1",""
"58959","331837","Separable Lean","","N","102","1",""
"58960","331837","Handling loss","","N","3.1","1",""
"58961","331838","Skin and separable fat","","Y","34.4","1",""
"58962","331838","Total gram weight","","N","199","1",""
"58963","331838","Edible portion","","N","144","1",""
"58964","331838","Bone and cartilage","","Y","18.6","1",""
"58965","331838","Separable Lean","","N","144","1",""
"58966","331838","Handling loss","","N","2.2","1",""
"58967","331839","Skin and separable fat","","Y","10.5","1",""
"58968","331839","Total gram weight","","N","117","1",""
"58969","331839","Edible portion","","N","84.8","1",""
"58970","331839","Bone and cartilage","","Y","19.7","1",""
"58971","331839","Separable Lean","","N","84.8","1",""
"58972","331839","Handling loss","","N","2.1","1",""
"58973","331840","Skin and separable fat","","Y","43.1","1",""
"58974","331840","Total gram weight","","N","220","1",""
"58975","331840","Edible portion","","N","141","1",""
"58976","331840","Bone and cartilage","","Y","32.4","1",""
"58977","331840","Separable Lean","","N","141","1",""
"58978","331840","Handling loss","","N","3.9","1",""
"58979","331841","Skin and separable fat","","Y","18.5","1",""
"58980","331841","Total gram weight","","N","99","1",""
"58981","331841","Edible portion","","N","62.7","1",""
"58982","331841","Bone and cartilage","","Y","16.9","1",""
"58983","331841","Separable Lean","","N","62.7","1",""
"58984","331841","Handling loss","","N","0.9","1",""
"58985","331854","Handling loss","","N","6.1","1",""
"58986","331854","Skin and separable fat","","Y","12.7","1",""
"58987","331854","Bone and cartilage","","Y","49.4","1",""
"58988","331854","Edible portion","","N","74.5","1",""
"58989","331854","Total gram weight","","N","143","1",""
"58990","331854","Separable Lean","","N","74.5","1",""
"58991","331855","Handling loss","","N","5.1","1",""
"58992","331855","Skin and separable fat","","Y","17.4","1",""
"58993","331855","Bone and cartilage","","Y","57","1",""
"58994","331855","Edible portion","","N","73.4","1",""
"58995","331855","Total gram weight","","N","153","1",""
"58996","331855","Separable Lean","","N","73.4","1",""
"58997","331856","Handling loss","","N","2.9","1",""
"58998","331856","Skin and separable fat","","Y","15.1","1",""
"58999","331856","Bone and cartilage","","Y","63.1","1",""
"59000","331856","Edible portion","","N","107","1",""
"59001","331856","Total gram weight","","N","188","1",""
"59002","331856","Separable Lean","","N","107","1",""
"59003","331857","Handling loss","","N","6.5","1",""
"59004","331857","Skin and separable fat","","Y","12.2","1",""
"59005","331857","Bone and cartilage","","Y","53.1","1",""
"59006","331857","Edible portion","","N","81.7","1",""
"59007","331857","Total gram weight","","N","154","1",""
"59008","331857","Separable Lean","","N","81.7","1",""
"59009","331858","Handling loss","","N","2","1",""
"59010","331858","Skin and separable fat","","Y","10.1","1",""
"59011","331858","Bone and cartilage","","Y","41.1","1",""
"59012","331858","Edible portion","","N","62.2","1",""
"59013","331858","Total gram weight","","N","115","1",""
"59014","331858","Separable Lean","","N","62.2","1",""
"59015","331859","Handling loss","","N","4.8","1",""
"59016","331859","Skin and separable fat","","Y","11","1",""
"59017","331859","Bone and cartilage","","Y","45.3","1",""
"59018","331859","Edible portion","","N","88.7","1",""
"59019","331859","Total gram weight","","N","150","1",""
"59020","331859","Separable Lean","","N","88.7","1",""
"59021","331860","Handling loss","","N","7.3","1",""
"59022","331860","Skin and separable fat","","Y","16.6","1",""
"59023","331860","Bone and cartilage","","Y","49.2","1",""
"59024","331860","Edible portion","","N","87.2","1",""
"59025","331860","Total gram weight","","N","160","1",""
"59026","331860","Separable Lean","","N","87.2","1",""
"59027","331861","Handling loss","","N","4.5","1",""
"59028","331861","Skin and separable fat","","Y","10.3","1",""
"59029","331861","Bone and cartilage","","Y","37","1",""
"59030","331861","Edible portion","","N","63","1",""
"59031","331861","Total gram weight","","N","115","1",""
"59032","331861","Separable Lean","","N","63","1",""
"59033","331862","Handling loss","","N","0.7","1",""
"59034","331862","Skin and separable fat","","Y","6.9","1",""
"59035","331862","Bone and cartilage","","Y","30.3","1",""
"59036","331862","Edible portion","","N","48.2","1",""
"59037","331862","Total gram weight","","N","86.1","1",""
"59038","331862","Separable Lean","","N","48.2","1",""
"59039","331863","Handling loss","","N","3.6","1",""
"59040","331863","Skin and separable fat","","Y","17.3","1",""
"59041","331863","Bone and cartilage","","Y","56","1",""
"59042","331863","Edible portion","","N","86.5","1",""
"59043","331863","Total gram weight","","N","163","1",""
"59044","331863","Separable Lean","","N","86.5","1",""
"59045","331876","Total gram weight","","N","137","1",""
"59046","331876","Edible portion","","N","78.9","1",""
"59047","331876","Bone and cartilage","","Y","44.7","1",""
"59048","331876","Separable Lean","","N","78.9","1",""
"59049","331876","Handling loss","","N","2.4","1",""
"59050","331876","Skin and separable fat","","Y","10.6","1",""
"59051","331877","Total gram weight","","N","114","1",""
"59052","331877","Edible portion","","N","62.6","1",""
"59053","331877","Bone and cartilage","","Y","42","1",""
"59054","331877","Separable Lean","","N","62.6","1",""
"59055","331877","Handling loss","","N","1.7","1",""
"59056","331877","Skin and separable fat","","Y","8.2","1",""
"59057","331878","Total gram weight","","N","122","1",""
"59058","331878","Edible portion","","N","72.2","1",""
"59059","331878","Bone and cartilage","","Y","38.4","1",""
"59060","331878","Separable Lean","","N","72.2","1",""
"59061","331878","Handling loss","","N","1.7","1",""
"59062","331878","Skin and separable fat","","Y","9.5","1",""
"59063","331879","Total gram weight","","N","99.2","1",""
"59064","331879","Edible portion","","N","54.8","1",""
"59065","331879","Bone and cartilage","","Y","34.8","1",""
"59066","331879","Separable Lean","","N","54.8","1",""
"59067","331879","Handling loss","","N","2.7","1",""
"59068","331879","Skin and separable fat","","Y","6.9","1",""
"59069","331880","Total gram weight","","N","149","1",""
"59070","331880","Bone and cartilage","","Y","55.2","1",""
"59071","331880","Separable Lean","","N","80.7","1",""
"59072","331880","Handling loss","","N","2","1",""
"59073","331880","Edible portion","","N","80.7","1",""
"59074","331880","Skin and separable fat","","Y","11","1",""
"59075","331881","Total gram weight","","N","128","1",""
"59076","331881","Edible portion","","N","64","1",""
"59077","331881","Bone and cartilage","","Y","52.4","1",""
"59078","331881","Separable Lean","","N","64","1",""
"59079","331881","Handling loss","","N","2.2","1",""
"59080","331881","Skin and separable fat","","Y","9.3","1",""
"59081","331882","Total gram weight","","N","139","1",""
"59082","331882","Edible portion","","N","75.4","1",""
"59083","331882","Bone and cartilage","","Y","49.2","1",""
"59084","331882","Separable Lean","","N","75.4","1",""
"59085","331882","Handling loss","","N","2.4","1",""
"59086","331882","Skin and separable fat","","Y","12.2","1",""
"59087","331883","Total gram weight","","N","179","1",""
"59088","331883","Edible portion","","N","105","1",""
"59089","331883","Bone and cartilage","","Y","56.5","1",""
"59090","331883","Separable Lean","","N","105","1",""
"59091","331883","Handling loss","","N","2.8","1",""
"59092","331883","Skin and separable fat","","Y","14.7","1",""
"59093","331884","Total gram weight","","N","113","1",""
"59094","331884","Edible portion","","N","60.6","1",""
"59095","331884","Bone and cartilage","","Y","43","1",""
"59096","331884","Separable Lean","","N","60.6","1",""
"59097","331884","Handling loss","","N","1","1",""
"59098","331884","Skin and separable fat","","Y","8.7","1",""
"59099","331885","Total gram weight","","N","106","1",""
"59100","331885","Edible portion","","N","57.3","1",""
"59101","331885","Bone and cartilage","","Y","39.3","1",""
"59102","331885","Separable Lean","","N","57.3","1",""
"59103","331885","Handling loss","","N","1.4","1",""
"59104","331885","Skin and separable fat","","Y","7.8","1",""
"59105","331897","Bone and cartilage","32.4","Y","33.7","60","2010"
"59106","331897","Total gram weight","100","N","104","60","2010"
"59107","331897","Separable Lean","57.9","N","60.2","60","2010"
"59108","331897","Handling loss","1.5","N","1.5","60","2010"
"59109","331897","Edible portion","57.9","N","60.2","60","2010"
"59110","331897","Skin and separable fat","8.7","Y","9","60","2010"
"59447","334849","Bone and connective tissue","7.6","Y","21.6","127","2011"
"59448","334849","External fat","6.1","Y","17.4","248","2011"
"59449","334849","Handling loss","0.7","N","2.1","248","2011"
"59450","334849","Seam fat","2.7","Y","7.5","248","2011"
"59451","334849","Separable Lean","80.2","N","227","248","2011"
"59452","334849","Total gram weight","100","N","283","248","2011"
"59453","334849","Connective tissue","7.6","Y","21.5","121","2011"
"59454","334849","Lip fat","3.7","Y","10.4","121","2011"
"59455","334849","Lip lean","2.4","N","6.8","121","2011"
"59528","334897","Connective tissue","0.3","Y","1.4","24","2011"
"59529","334897","External fat","0.5","Y","2.1","24","2011"
"59530","334897","Handling loss","0.2","N","0.8","24","2011"
"59531","334897","Seam fat","0.5","Y","2.5","24","2011"
"59532","334897","Separable Lean","98.5","N","455","24","2011"
"59533","334897","Total gram weight","100","N","462","24","2011"
"59534","334898","Bone and connective tissue","0.6","Y","1.6","96","2011"
"59535","334898","External fat","0.9","Y","2.7","96","2011"
"59536","334898","Handling loss","0.4","N","1.2","96","2011"
"59537","334898","Seam fat","0.1","Y","0.3","96","2011"
"59538","334898","Separable Lean","98.3","N","284","96","2011"
"59539","334898","Total gram weight","100","N","289","96","2011"
"59684","334963","Total gram weight","100","N","514","84","2011"
"59685","334963","Handling loss","0.3","N","1.7","84","2011"
"59686","334963","Seam fat","0.1","Y","0.4","84","2011"
"59687","334963","Separable Lean","98.2","N","505","84","2011"
"59688","334963","Bone and connective tissue","0.5","Y","2.7","84","2011"
"59689","334963","External fat","0.9","Y","4.7","84","2011"
"59834","335061","Bone and connective tissue","28.6","Y","103","106","2011"
"59835","335061","External fat","9.2","Y","33","106","2011"
"59836","335061","Handling loss","0.6","N","2","106","2011"
"59837","335061","Seam fat","4.7","Y","16.9","106","2011"
"59838","335061","Separable Lean","57","N","205","106","2011"
"59839","335061","Total gram weight","100","N","360","106","2011"
"59912","335109","Bone and connective tissue","24.5","Y","125","97","2011"
"59913","335109","External fat","9.4","Y","47.8","97","2011"
"59914","335109","Handling loss","0.7","N","3.7","97","2011"
"59915","335109","Seam fat","5.3","Y","27.2","97","2011"
"59916","335109","Separable Lean","64.5","N","329","97","2011"
"59917","335109","Total gram weight","100","N","510","97","2011"
"56885","320354","Bone and connective tissue","0.1","Y","1.3","2",""
"56886","320354","External fat","1","Y","9.6","2",""
"56887","320354","Handling loss","0.2","N","2","2",""
"56888","320354","Seam fat","0","Y","0","2",""
"56889","320354","Separable Lean","98.7","N","994","2",""
"56890","320354","Total gram weight","","N","1010","2",""
"56891","320355","Bone and connective tissue","0","Y","0","6",""
"56892","320355","External fat","1","Y","1.3","6",""
"56893","320355","Handling loss","0.4","N","0.5","6",""
"56894","320355","Seam fat","0","Y","0","6",""
"56895","320355","Separable Lean","98.7","N","134","6",""
"56896","320355","Total gram weight","","N","136","6",""
"56897","320358","Separable Lean","99.3","N","782","2",""
"56898","320358","Total gram weight","","N","788","2",""
"56899","320358","Bone and connective tissue","0.4","Y","3.1","2",""
"56900","320358","External fat","0.1","Y","0.8","2",""
"56901","320358","Handling loss","0.2","N","1.9","2",""
"56902","320358","Seam fat","0","Y","0","2",""
"56903","320359","Bone and connective tissue","1.1","Y","7.1","2",""
"56904","320359","External fat","0.4","Y","2.3","2",""
"56905","320359","Handling loss","0.3","N","2","2",""
"56906","320359","Seam fat","0","Y","0","2",""
"56907","320359","Separable Lean","98.2","N","631","2",""
"56908","320359","Total gram weight","","N","643","2",""
"56909","320360","Bone and connective tissue","0.1","Y","0.4","2",""
"56910","320360","External fat","0.4","Y","2.5","2",""
"56911","320360","Handling loss","0.1","N","0.9","2",""
"56912","320360","Seam fat","1.4","Y","9.9","2",""
"56913","320360","Separable Lean","99.5","N","703","2",""
"56914","320360","Total gram weight","","N","707","2",""
"56915","320361","Bone and connective tissue","0","Y","0","2",""
"56916","320361","Separable Lean","99.8","N","689","2",""
"56917","320361","Total gram weight","","N","690","2",""
"56918","320361","External fat","0.1","Y","0.7","2",""
"56919","320361","Handling loss","0","N","0.3","2",""
"56920","320361","Seam fat","0","Y","0","2",""
"56921","320362","Bone and connective tissue","0.2","Y","1.1","2",""
"56922","320362","External fat","0.6","Y","4","2",""
"56923","320362","Handling loss","0.2","N","1.1","2",""
"56924","320362","Seam fat","0","Y","0","2",""
"56925","320362","Separable Lean","99.1","N","649","2",""
"56926","320362","Total gram weight","","N","656","2",""
"56927","320363","Bone and connective tissue","0.8","Y","5.8","2",""
"56928","320363","External fat","1.8","Y","12.9","2",""
"56929","320363","Handling loss","0.3","N","2.1","2",""
"56930","320363","Seam fat","0","Y","0","2",""
"56931","320363","Separable Lean","97.1","N","686","2",""
"56932","320363","Total gram weight","","N","706","2",""
"56933","320364","Bone and connective tissue","0","Y","0","2",""
"56934","320364","External fat","0.7","Y","4.9","2",""
"56935","320364","Handling loss","0.2","N","1.3","2",""
"56936","320364","Seam fat","0","Y","0","2",""
"56937","320364","Separable Lean","99.1","N","684","2",""
"56938","320364","Total gram weight","","N","691","2",""
"56939","320365","Bone and connective tissue","1.1","Y","8.2","2",""
"56940","320365","External fat","0.9","Y","6.3","2",""
"56941","320365","Handling loss","0.3","N","2","2",""
"56942","320365","Seam fat","0","Y","0","2",""
"56943","320365","Separable Lean","97.8","N","725","2",""
"56944","320365","Total gram weight","","N","741","2",""
"56945","320366","Bone and connective tissue","0","Y","0","2",""
"56946","320366","External fat","5.4","Y","36.8","2",""
"56947","320366","Handling loss","0.5","N","3.7","2",""
"56948","320366","Seam fat","0","Y","0","2",""
"56949","320366","Separable Lean","94","N","639","2",""
"56950","320366","Total gram weight","","N","679","2",""
"56951","320367","Bone and connective tissue","1.7","Y","9.1","2",""
"56952","320367","External fat","0.5","Y","2.5","2",""
"56953","320367","Handling loss","0.2","N","1.1","2",""
"56954","320367","Seam fat","0","Y","0","2",""
"56955","320367","Separable Lean","97.6","N","517","2",""
"56956","320367","Total gram weight","","N","529","2",""
"56957","320368","Bone and connective tissue","1.7","Y","9.4","2",""
"56958","320368","External fat","0.3","Y","1.7","2",""
"56959","320368","Handling loss","0.8","N","4.3","2",""
"56960","320368","Seam fat","0","Y","0","2",""
"56961","320368","Separable Lean","97.2","N","529","2",""
"56962","320368","Total gram weight","","N","544","2",""
"56963","320369","Bone and connective tissue","0.3","Y","0.5","6",""
"56964","320369","External fat","0.2","Y","0.3","6",""
"56965","320369","Handling loss","1.1","N","1.9","6",""
"56966","320369","Seam fat","0","Y","0","6",""
"56967","320369","Separable Lean","98.4","N","171","6",""
"56968","320369","Total gram weight","","N","174","6",""
"56969","320370","Separable Lean","97.2","N","121","6",""
"56970","320370","Total gram weight","","N","125","6",""
"56971","320370","Bone and connective tissue","0.9","Y","1.1","6",""
"56972","320370","External fat","0.4","Y","0.5","6",""
"56973","320370","Handling loss","1.6","N","2","6",""
